"DATE"	"AFYON"	"AKBNK"	"AKSA"	"AKSEN"	"ALGYO"	"ALARK"	"ALBRK"	"AEFES"	"ANELE"	"ARCLK"	"ASELS"	"BERA"	"BJKAS"	"BIMAS"	"CLEBI"	"CEMAS"	"CEMTS"	"CCOLA"	"DEVA"	"DOHOL"	"ECILC"	"ECZYT"	"EGEEN"	"EKGYO"	"ENJSA"	"ENKAI"	"EREGL"	"FENER"	"FLAP"	"FROTO"	"GARAN"	"GENTS"	"GEREL"	"GLYHO"	"GOLTS"	"GOODY"	"GOZDE"	"GSRAY"	"GSDHO"	"GUBRF"	"SAHOL"	"HEKTS"	"HURGZ"	"ICBCT"	"IHLGM"	"IHLAS"	"INDES"	"IPEKE"	"ISGYO"	"ISDMR"	"ITTFH"	"KRDMD"	"KARSN"	"KARTN"	"DGKLB"	"KERVT"	"KCHOL"	"KORDS"	"KOZAL"	"KOZAA"	"MAVI"	"METRO"	"MGROS"	"MPARK"	"NTHOL"	"NETAS"	"ODAS"	"OTKAR"	"PRKME"	"PARSN"	"PGSUS"	"PETKM"	"POLHO"	"SASA"	"SKBNK"	"SISE"	"SOKM"	"TATGD"	"TAVHL"	"TKFEN"	"THYAO"	"TOASO"	"TSKB"	"TMSN"	"TUPRS"	"TTKOM"	"TTRAK"	"TCELL"	"HALKB"	"ISCTR"	"ULKER"	"VAKBN"	"VERUS"	"VESTL"	"YKBNK"	"YATAS"	"ZOREN"
1601942400000	4.28	5.14	8.04	6.73	17.57	5.91	1.51	21.4	5.8	23.78	18.49	10.35	3.36	69.45	78.5	1.84	14.32	47.7	19.33	2.43	6.72	20.22	731.5	1.78	8.99	7.05	9.64	33.34	5.74	84.85	7.11	3.09	6.95	5.51	25.64	5.51	5.73	4.11	2.21	34.9	8.41	12.68	2.2	6.79	1.49	1.08	17.53	12.22	1.81	7.61	2.15	3.47	3.11	722.5	2.54	5.93	14.72	12.08	81.65	13.35	38.9	2.55	42.22	17.68	2.5	22.26	3.27	147.5	5.25	22.4	47.12	3.58	3.71	16.88	1.35	7.02	12.39	11.52	15.35	14.92	10.68	25.08	1.11	9.82	80.05	7.32	100.6	15.26	5.05	5.26	23.84	4.1	40.3	17.27	2.14	9.08	2.66
1602028800000	4.23	5.07	8.28	6.66	17.62	5.9	1.52	21.9	5.99	24.32	18.51	10.22	3.37	68.9	78.9	1.91	14.3	47.14	19.19	2.39	6.66	20.56	752	1.77	9.31	7.29	9.59	36.66	5.55	84	7.01	3.22	6.95	5.36	25.38	5.55	5.76	4.07	2.27	36.64	8.35	13.57	2.13	6.72	1.5	1.08	17.2	12.12	1.8	7.49	2.13	3.42	3.09	708.6	2.56	5.97	14.5	12.1	80.2	13.58	38.78	2.32	42	17.35	2.63	22.7	3.23	143.9	5.07	22.06	46.82	3.67	4.08	16.86	1.4	6.85	12.33	11.37	15.28	14.82	10.62	25.3	1.11	9.45	80.25	7.28	103	15.43	5.04	5.24	23.84	4.07	40.28	17.42	2.14	9	2.71
1602115200000	4.26	5.07	8.2	6.5	17.35	5.78	1.53	22.12	6.45	24.26	18.05	10.06	3.36	69.25	80	1.85	14.35	46.32	19.56	2.43	6.75	20.48	757.2	1.75	9.28	7.25	9.56	38.24	5.75	82.9	6.97	3.25	6.91	5.33	25.72	5.64	5.85	4.01	2.29	34.8	8.41	13.27	2.19	6.72	1.57	1.08	16.98	12.11	1.85	7.45	2.34	3.39	3.13	699.6	2.59	6.56	14.38	11.91	80.2	13.28	38.28	2.41	41.2	16.94	2.53	21.58	3.15	141.5	5.04	22.02	46.68	3.69	4.48	16.77	1.41	6.69	12.21	11.32	15.46	14.93	10.65	25.2	1.09	9.2	81.85	7.12	102.9	15.4	5.04	5.24	23.48	4.04	41.2	17.33	2.12	8.88	2.72
1602201600000	4.49	5.15	8.04	6.62	17.48	5.97	1.56	22.04	6.17	25	18.06	9.98	3.44	70	78.8	1.87	14.25	47.7	19.77	2.48	6.75	20.28	745.5	1.8	9.32	7.15	9.7	34.72	5.7	86.1	7.1	3.24	6.97	5.28	25.48	5.8	6.14	4.17	2.31	33.92	8.5	13.13	2.17	6.8	1.56	1.14	17.07	12.1	1.99	7.58	2.5	3.47	3.05	757	2.62	7	14.71	12	79.35	13.57	38.3	2.41	41.6	17.85	2.64	20.96	3.18	145.5	5.07	20.9	46.68	3.84	4.53	16.78	1.38	6.79	12.21	11.88	15.48	15.09	10.71	25.46	1.12	9.66	83.05	7.26	106.9	15.63	5.09	5.32	23.52	4.07	41.76	17.47	2.15	8.8	2.76
1602460800000	4.44	5.19	7.96	6.79	18.31	6.02	1.58	22.1	6.3	26.16	18	10.02	3.41	70	83.8	2.05	14.28	47.76	20.1	2.45	6.73	20.58	751	1.84	9.26	7	9.68	36.62	6.27	88.35	7.14	3.39	7.02	5.78	27.7	6.03	6.75	4.09	2.41	34.1	8.61	13.16	2.22	6.99	1.62	1.13	17.53	12.69	2.09	7.66	2.74	3.58	3.06	790	2.71	7.7	14.84	12.27	80.35	13.65	38.76	2.45	42	17.85	2.9	21.5	3.49	145.8	5.08	20.92	47.02	3.86	4.26	16.98	1.43	6.91	12.19	12.25	15.54	15.1	10.76	26.6	1.13	10.41	81.2	7.49	109.5	16.11	5.11	5.41	24.5	4.13	41.84	17.91	2.18	9.1	2.88
1602547200000	4.55	5.15	8.14	6.61	18.22	5.94	1.56	22.1	6.38	26.7	17.98	9.96	3.39	68.85	79.95	2	14.06	46.6	19.91	2.46	6.75	20.54	772.4	1.91	9.25	7.07	9.65	36.9	6.39	90	7.09	3.45	6.97	6.05	25.8	5.92	6.38	4.05	2.36	33.62	8.47	13.24	2.33	6.88	1.58	1.2	17.56	13.05	2.17	7.57	2.83	3.63	3.1	777.1	2.73	7.09	14.8	12.71	80.8	13.35	39.94	2.46	41.84	18.25	3.19	21.78	3.55	143.9	5.06	20.9	47.82	3.78	4.15	17.34	1.47	6.9	12.21	12.63	15.36	15.04	10.77	27.26	1.14	11.45	80.2	7.45	110.7	15.96	5.05	5.37	23.98	4.08	42.2	18.08	2.16	9.46	2.79
1602633600000	4.79	5.16	8.19	7.07	18.77	6.14	1.59	22.38	6.8	27.34	18.03	10.05	3.4	69	79.65	2.13	14.3	49.3	19.88	2.46	6.73	20.64	775	1.9	9.39	7.15	9.82	35.5	6.15	92.75	7.12	3.48	7.03	6.06	25.76	5.96	6.6	4.06	2.37	33.4	8.52	13.17	2.31	6.85	1.62	1.15	17.55	12.51	2.09	7.58	2.75	3.71	3.07	758.5	2.73	6.84	15.18	12.7	79.6	13.47	40.96	2.42	42.14	17.86	3.17	21.3	3.63	148	5.36	20.72	47.1	4.04	4.08	17.08	1.47	6.74	12.26	12.31	15.4	15.64	10.6	27.38	1.17	11.78	83.6	7.44	115.6	16.5	5.08	5.41	24.4	4.09	43.6	18.44	2.17	9.45	3.06
1602720000000	4.74	5.09	7.84	6.92	18.13	5.97	1.58	22.74	6.85	27.28	18.13	10.02	3.36	69.45	78	2.08	14.1	51.75	20.76	2.46	6.9	19.96	815.4	1.94	9.38	7.13	9.69	35.8	6.35	92.05	7.01	3.55	6.92	5.96	25.04	5.91	6.5	4.01	2.31	34.2	8.34	13.57	2.32	6.75	1.59	1.18	17.31	13.4	2.06	7.54	2.83	3.66	3.02	763.1	2.68	7.52	14.99	12.3	80.4	13.2	43	2.43	44	18.71	3.43	20.9	3.52	150	5.27	20.38	47.06	3.92	4.34	16.89	1.44	6.76	12.39	12.19	15.16	15.27	10.67	27.3	1.18	11.64	81.25	7.4	119.5	16.09	5.05	5.31	24.2	4.05	44.3	18.33	2.14	9.42	2.96
1602806400000	4.56	5.2	8.05	6.85	18.29	5.94	1.63	22.86	7.15	27.44	18.05	10.13	3.4	69.7	77.7	2.13	14.27	52	20.22	2.47	7.12	19.52	785.2	1.93	9.43	7.19	9.71	35.36	6.21	91.1	7.18	3.75	7.07	6.11	25.12	5.92	6.59	4.09	2.38	35.56	8.56	13.65	2.39	7	1.74	1.16	17.36	12.75	2.06	7.59	3.12	3.68	3.03	769	2.7	7.57	15.25	12.55	79.25	13.23	44.2	2.47	43.34	18.37	3.53	21.98	3.55	152	5.3	20.8	46.06	3.86	4.28	16.93	1.53	6.72	12.79	12.25	15.31	15.45	10.5	27.1	1.28	11.78	82.45	7.52	119.4	16.43	5.12	5.47	24.5	4.13	44.68	18.36	2.21	9.6	2.91
1603065600000	4.6	5.41	8.16	6.72	18.85	5.98	1.73	23.06	3.95	27.26	18.1	10.24	3.38	68.6	77.7	2.34	14.95	54.65	22.24	2.46	6.97	19.65	789.9	1.92	9.35	7.21	9.61	36.8	6.24	92.6	7.5	3.73	7.1	6.72	26.06	6.23	6.74	4.12	2.45	35.06	8.77	13.7	2.6	7.17	1.43	1.19	17.45	12.79	2.09	7.78	3.43	3.67	3.09	845.9	2.83	7.6	15.49	12.5	79.35	13.47	45.8	2.52	42.22	18.46	3.32	21.58	3.48	161.8	5.56	20.78	46.5	3.73	4.22	16.92	1.66	6.78	12.7	12.19	15.37	15.79	10.55	27.32	1.4	11.51	81.05	7.56	117.8	16.83	5.21	5.74	24.86	4.27	44.28	18.49	2.31	9.58	2.78
1603152000000	4.7	5.39	8.16	6.7	19.15	6.13	1.75	23.34	3.8	27.78	18.18	10.5	3.3	69.3	78.45	2.47	14.65	53.05	22.4	2.43	7.16	19.58	868.8	1.91	9.41	7.28	9.73	38.26	6.86	92.6	7.47	3.69	7.03	6.83	26.38	6.14	6.69	3.89	2.45	34.72	8.81	13.67	2.55	7.07	1.41	1.2	17.48	12.46	2.16	7.79	3.77	3.64	3.13	930.4	3.1	7.35	15.54	12.45	79.95	13.59	45.22	2.67	42.3	18.11	3.38	22.58	3.4	161	5.68	20.68	47.04	3.74	4.19	16.83	1.69	6.86	12.69	11.95	15.38	15.59	10.62	28.2	1.54	11.25	80.7	7.77	118	16.64	5.18	5.77	24.8	4.27	44.1	18.25	2.38	10.04	2.74
1603238400000	4.84	5.4	8.4	6.82	18.58	6.06	1.73	23.22	3.72	28.12	18.07	10.23	3.27	70.15	76.9	2.38	14.51	52.3	21.54	2.46	7.11	19.27	955.6	1.93	9.5	7.17	9.89	36.52	7.54	96.3	7.53	3.9	7.01	6.67	25.78	6.26	6.74	3.84	2.53	35.32	8.7	13.8	2.62	7.22	1.39	1.32	17.29	12.27	2.13	8	3.56	3.65	3.31	1023.4	3.17	7.07	15.46	12.4	79.7	13.72	43.9	2.58	43.5	18.45	3.39	22.06	3.42	159.9	5.56	21	46.68	3.69	4.35	16.74	1.64	6.98	12.86	12.07	15.37	15.28	10.54	27.68	1.69	11.4	80.15	7.83	117.6	16.21	5.18	5.77	24.46	4.34	43.12	18.39	2.38	9.84	2.76
1603324800000	4.73	5.12	8.2	6.63	18.74	6.17	1.68	22.6	3.64	28.48	18.34	10.01	3.36	72.95	77.25	2.28	14.23	52.4	22.22	2.46	6.95	19.03	984.4	1.9	9.6	7.34	9.71	36.4	7.88	97	7.1	4.29	6.95	6.67	25.62	6.23	6.56	3.93	2.42	35.7	8.58	13.62	2.6	6.98	1.36	1.27	18.75	12.29	2.1	7.7	3.46	3.56	3.18	1125.7	3.06	7.2	15.16	12.2	80.9	13.37	45.4	2.42	42.88	17.9	3.43	22.14	3.37	164	5.47	20.68	46.3	3.59	4.22	16.35	1.66	6.96	12.93	11.95	15.35	15	10.45	27.82	1.73	11.16	79.55	7.49	123.5	15.82	5.01	5.5	24.12	4.11	42.24	18.34	2.25	9.81	2.7
1603411200000	4.65	5.06	8.47	6.6	18.31	6.24	1.68	23	3.68	28.22	18.06	9.99	3.29	70.2	75.3	2.2	14.72	51.95	22.9	2.44	7.01	19.1	991	1.82	9.5	7.15	10.08	38.84	7.2	98.2	7.07	3.97	6.82	6.09	26.28	6.33	6.45	3.85	2.34	35.6	8.4	13.4	2.51	7.09	1.36	1.24	18.29	12.03	2.06	7.83	3.11	3.48	3.1	1238.2	2.87	7.04	14.97	12.07	79.05	13.28	44.2	2.38	42.84	18.3	3.28	22.68	3.22	170.5	5.22	20.52	45.9	3.51	4.1	16.89	1.56	6.84	12.8	11.83	15.13	14.59	10.4	28.08	1.82	11.36	79.35	7.37	119.2	15.94	5	5.39	23.46	4.06	41.88	18.18	2.22	9.57	2.75
1603670400000	4.56	4.86	7.89	6.2	17.33	5.92	1.56	22.94	3.35	27.8	17.06	9	3.12	70.2	71.2	1.98	13.31	51.45	24.7	2.49	7.15	18.15	1002.3	1.68	9.32	7.2	10.06	37.96	6.63	100	6.77	3.58	6.34	5.49	24.4	5.88	5.83	3.63	2.11	34.02	8.13	12.43	2.26	6.65	1.23	1.28	17.8	12.03	1.86	7.66	2.8	3.33	2.81	1362	2.59	6.34	14.51	11.25	78.45	12.87	39.78	2.15	41.94	18.62	2.96	20.52	2.9	157	4.7	18.58	45.76	3.28	3.69	16.16	1.42	6.81	12.79	12.04	14.53	13.76	10.37	27.66	1.92	10.23	76.25	6.86	117.4	15.25	4.82	5.1	22.22	3.85	38.76	18.15	2.09	9.31	2.51
1603756800000	4.11	4.98	8.06	6.46	18.1	6.22	1.71	21.36	3.31	26.8	17.36	9.2	3.1	70.6	69.35	2.06	14.64	49.86	23.1	2.35	7.38	17.97	902.1	1.73	9.21	7.2	9.67	36.96	6.98	101.7	6.9	3.86	6.48	5.34	24.32	6.23	5.94	3.58	2.19	35.64	8.18	12.72	2.21	6.68	1.23	1.16	18.05	11.45	1.96	7.62	3.08	3.28	2.89	1498.2	2.62	6.62	14.62	11.3	78.55	12.97	39.76	2.23	40.9	17.88	3.1	21.08	3.14	169.4	4.73	18.85	42.9	3.49	3.7	16.52	1.56	6.3	12.48	11.24	14.32	13.92	9.69	26.36	2.11	10.02	77.7	6.77	116	15.16	4.85	5.26	21.44	3.92	39.8	18.02	2.16	8.9	2.63
1603843200000	4.22	4.89	7.9	6.4	17.37	6.08	1.77	21.38	3.2	25.74	17.4	9.09	3.04	68.5	68.65	2.07	13.95	47.94	22.76	2.37	7.11	19	945.6	1.7	8.99	7.22	9.29	36.5	7.22	100.8	6.78	3.86	6.34	5.87	23.2	6.41	5.65	3.51	2.12	34.66	8.1	12.36	2.14	7.1	1.18	1.16	17.37	11.63	1.9	7.41	3.24	3.2	2.83	1648	2.57	6.62	14.3	11.04	79.45	12.57	38	2.15	39.5	17.18	3.13	20.68	3.06	166.7	4.55	18.35	42.5	3.36	3.92	16.05	1.65	6.44	12.15	11.1	14	13.7	9.48	25.5	2.32	9.83	76	6.57	112	14.59	4.81	5.21	20.8	3.87	38.8	17.11	2.14	9.32	2.53
1604016000000	4.15	4.77	8.07	6.17	16.46	6.19	1.62	20.52	3.38	26.88	16.75	9	2.92	66.8	69.5	2.05	13.4	46.1	21.5	2.36	7.03	17.71	935	1.72	8.99	7.21	9.53	36.14	6.67	108	6.6	3.9	6.11	5.29	22.78	6.05	5.55	3.39	2.1	33.34	8.23	12.15	2.09	6.84	1.21	1.1	16.27	11.21	1.9	7.42	2.92	3.1	2.74	1812.8	2.52	6.43	14.16	10.88	77.2	12.06	37.7	2.09	37.46	16	3.11	20.02	3.11	181.1	4.45	17.9	40.8	3.43	3.76	15.3	1.51	6.31	11.93	10.83	13.79	13.27	9.16	26.72	2.55	9.47	74.75	6.43	112.8	14.26	4.7	5.11	20.22	3.81	37.62	16.57	2.15	9.1	2.48
1604275200000	4.19	4.82	8.45	6.16	16.69	6.2	1.61	19.43	3.32	26.3	17.63	9.23	2.91	67.2	71.3	1.99	13.41	44.9	22.44	2.43	6.57	18.6	919	1.74	9.42	7.2	9.9	34.74	6.76	112	6.61	3.94	6.16	4.77	22.36	6.51	5.81	3.4	2.1	33.42	8.45	12.33	2.12	6.83	1.25	1.06	16.38	10.8	1.89	7.61	2.63	3.41	2.78	1994	2.56	6.37	14.37	11.54	73.6	12.12	37.12	2.29	37.8	17	3.03	20.62	3.19	181.3	4.89	18.55	39.5	3.42	3.78	15.17	1.42	6.13	11.34	10.25	14.4	13.51	9.02	26.84	2.55	9.63	75.35	6.6	111.2	14.71	4.72	5.16	20.58	3.83	38.96	16.44	2.19	8.75	2.51
1604361600000	4.2	5.04	8.23	6.57	16.94	6.17	1.64	19.97	3.38	26.34	17.32	9.42	2.87	68.2	70.2	1.93	13.36	46.24	21.76	2.44	7.2	18.37	1010.9	1.74	9.5	7.15	10.06	35.68	6.76	107.4	6.95	3.95	6.07	4.46	22.2	6.58	6.1	3.28	2.11	34.02	8.73	12.24	2.1	6.82	1.22	1.1	16.21	10.9	1.93	7.66	2.37	3.27	2.8	2193.4	2.57	6.19	14.7	11.76	74.05	12.4	37.14	2.26	38.74	17.6	2.93	20.56	3.25	180.9	4.8	19.13	43.44	3.5	3.69	15.4	1.42	6.36	11.33	10.28	14.15	13.78	9.41	27.06	2.3	9.37	76.65	6.64	117.1	14.95	4.89	5.4	20.68	4	39.74	16.84	2.33	8.93	2.54
1604448000000	4.17	5	8.41	6.78	17.04	6.17	1.64	20.82	3.39	26.74	17.38	9.8	2.9	69	71.4	2.07	13.85	46.38	23.92	2.43	6.89	18.71	1111.9	1.75	9.59	7.24	10.36	33.86	6.92	112.9	6.93	4.04	6.15	4.62	22.68	6.49	6.35	3.34	2.17	35.2	8.83	12.36	2.21	6.79	1.24	1.11	16.77	11.13	1.94	7.74	2.32	3.4	2.92	2060	2.63	6.28	14.99	11.86	77.7	12.35	38.28	2.37	39	18.28	3.22	21.2	3.31	198.9	5.07	19.86	42	3.55	3.75	15.64	1.41	6.4	11.36	10.16	14.63	13.9	9.52	27.48	2.07	10.15	77.4	6.75	126.8	14.94	4.94	5.48	21.1	4	41.2	17.89	2.32	8.8	2.57
1604534400000	4.22	5.01	8.68	6.99	17.35	6.15	1.7	20.84	3.38	27.98	17.4	9.97	2.91	69	74	2.11	14.45	49.66	23.6	2.47	7.06	18.93	1223	1.78	9.57	7.57	10.17	34.08	7.61	114	6.96	4.27	6.35	4.55	23.02	6.57	6.75	3.37	2.21	38.56	8.94	12.41	2.25	6.8	1.26	1.12	18.1	11.17	1.97	7.73	2.55	3.32	2.91	2144.2	2.66	6.47	15.2	12.15	77.5	12.81	38.9	2.34	38.66	17.75	3.14	22.84	3.59	198	5.13	19.64	44.6	3.55	3.82	16.43	1.51	6.47	11.99	10.3	14.59	14.01	9.78	27.62	2.12	10.55	77.55	6.83	124	15.43	4.92	5.43	22.14	4	42.16	18.47	2.3	8.99	2.61
1604620800000	4.26	5.02	9.01	7.14	17.42	6.23	1.69	21.28	3.42	28.44	17.46	9.9	3.03	70	75.2	2.21	14.55	50.4	23.4	2.6	7.08	19.7	1151	1.8	9.83	7.6	10.59	34.36	7.91	118	6.98	4.27	6.33	4.73	23.3	6.81	6.96	3.49	2.21	36.88	8.93	12.4	2.28	6.82	1.25	1.13	18.29	11.41	1.98	7.88	2.46	3.45	2.93	2168.5	2.7	6.62	15.52	12.01	79.55	13.1	38.76	2.32	38.74	17.55	3.14	21.62	3.6	204.2	5.25	19.47	44.1	3.58	3.86	16.28	1.5	6.63	11.86	10.67	14.5	13.88	9.69	28.2	2.13	10.54	77.35	6.79	130	15.74	4.92	5.44	21.64	4	43.28	19.19	2.33	9.34	2.69
1604880000000	4.31	5.38	9.32	7.05	17.62	6.56	1.76	21.36	3.34	28.2	17.9	10.22	3.25	70.4	82.7	2.29	14.96	51.65	23.16	2.57	7.13	19.05	1220.4	1.85	9.84	7.68	11.32	36.04	8.25	119.8	7.48	4.41	6.5	4.91	23.64	7.49	6.87	3.83	2.33	36.7	9.49	12.65	2.27	7.02	1.28	1.12	17.5	11.74	2.01	7.96	2.39	3.48	3.01	2150	2.75	6.38	16.32	12.44	81.2	12.66	41.8	2.23	39.44	16.97	3.28	21.36	3.57	200.7	5.28	20.18	44.18	3.66	3.89	16.54	1.52	6.6	11.83	10.94	15.95	14.21	9.71	27.82	2.17	10.76	82.3	7.11	130.6	15.98	5.09	5.87	22.56	4.2	45.16	20.1	2.47	9.47	2.73
1604966400000	4.41	5.66	9.31	7.21	18.3	6.5	1.76	21.46	3.29	27.9	18.03	10.17	3.15	69	83.4	2.26	15.44	53.65	24.68	2.57	6.85	18.81	1342.4	1.87	9.8	7.43	11.57	36.1	7.66	117.3	7.76	4.56	6.38	4.72	23.46	7.5	6.7	3.89	2.29	38	9.46	12.74	2.23	6.94	1.29	1.17	16.95	11.66	2.06	8.16	2.34	3.73	3.05	2068.1	2.75	6.41	16.79	12.8	78.2	12.54	43.44	2.2	39.22	17.73	3.31	21.24	3.67	202	5.25	21.04	48.58	3.76	4.15	16.6	1.48	6.76	11.58	10.62	17.11	14.33	10.68	27.62	2.18	10.9	84.3	7.06	128.7	15.02	5.14	6.18	22.06	4.35	45.16	20.28	2.55	9.67	2.77
1605052800000	4.61	6.22	9.41	7.41	18.2	6.77	1.82	21.54	3.31	27.72	18.58	10.24	3.11	69	80.9	2.24	14.83	53.55	24.9	2.58	6.86	18.86	1401	1.9	9.72	7.37	11.6	34.8	8.42	112.2	8.5	4.89	6.28	4.66	24.04	7.44	6.63	3.75	2.3	37.76	10.03	13	2.27	7.14	1.28	1.16	16.83	11.62	2.06	8.26	2.24	3.96	3.09	2013	2.7	6.3	18.1	12.73	76.85	12.39	43.4	2.21	39.08	17.35	3.34	20.62	3.71	200.5	5.24	20.6	53.4	3.82	4.02	17.35	1.52	6.74	11.39	10.73	17.1	14.78	11.5	27.34	2.2	10.69	87.25	7.62	127.4	15.47	5.56	6.79	22.24	4.78	46.12	19.9	2.8	9.77	2.73
1605139200000	4.55	6.24	9.94	7.37	17.12	6.48	1.73	21.92	3.17	27.02	18.25	10.06	3.15	68.5	79.05	2.15	14.28	55.95	23.4	2.61	6.84	18.5	1349	1.88	9.73	7.31	11.25	34.12	8.58	108.6	8.63	5.37	6.1	4.45	22.7	7.7	6.36	3.92	2.22	37.32	10.46	12.57	2.19	6.8	1.23	1.14	16.64	11.85	1.97	7.95	2.11	4.15	2.95	1950	2.59	6.15	18.39	12.24	74.9	12.19	44.88	1.99	38.56	17.21	3.21	20	3.67	193.3	5.07	19.78	54.35	3.88	3.85	16.8	1.48	6.84	11.4	10.52	17.2	14.52	11.78	26.3	2.23	10.16	89.3	7.95	125	15.43	5.4	6.84	21.78	4.68	45.72	20.2	2.77	10	2.64
1605225600000	4.33	6.31	9.91	7.34	17.15	6.64	1.76	22.1	3.25	27.84	18.35	10.49	3.14	68.9	81	2.36	14.69	56.35	23.78	2.54	6.62	18.73	1221.3	1.9	10.12	7.28	11.1	34.12	8.5	116.6	8.86	5.35	6.43	4.65	22.9	7.63	6.51	4.01	2.27	38.18	10.7	12.72	2.21	6.83	1.26	1.1	16.58	11.64	1.99	7.93	2.27	4.36	3.01	2145	2.68	6.62	18.92	12.42	74.2	12.49	47.5	2.02	38.92	18.15	3.23	20.08	3.47	201.5	5.14	20.16	58.5	3.96	3.94	17.12	1.51	6.75	11.11	10.67	17.24	14.76	11.65	26.8	2.3	10.23	88.7	8.01	129.9	15.81	5.42	6.93	21.82	4.74	46.48	20.06	2.9	10.36	2.67
1605484800000	4.42	6.31	9.91	7.24	17.12	6.62	1.76	22.6	3.28	28.32	18.17	10.28	3.12	68.75	83.45	2.55	14.63	59.15	23.74	2.6	6.89	18.98	1300	1.89	9.8	7.33	10.89	34.26	9.35	121.9	8.95	4.95	7.07	4.78	23.08	7.44	6.47	3.94	2.33	38.64	10.53	12.93	2.2	6.77	1.27	1.14	16.19	11.79	1.99	8	2.44	4.38	3.02	2359.5	2.69	6.95	18.68	12.59	75.6	12.55	47.5	2.22	39.04	19.1	3.25	20.18	3.48	198.9	5.13	19.85	54.85	3.91	3.96	17.21	1.52	6.81	11.53	11.05	17.94	14.74	11.5	27.58	2.26	10.51	89	7.75	136.7	15.68	5.42	6.85	22.16	4.77	46.28	19.7	2.86	10.68	2.73
1605571200000	4.5	5.99	9.91	7.24	16.6	6.43	1.69	22	3.18	28.26	17.67	10.4	3.04	69.95	79.45	2.36	14.13	59.15	24.34	2.64	6.98	19.2	1350	1.91	9.73	7.18	10.9	33.82	8.42	117.8	8.42	4.72	6.48	4.61	22.24	7.08	6.2	3.81	2.19	37.42	10.13	12.65	2.1	6.63	1.23	1.15	16.08	11.77	1.94	7.88	2.27	4.18	2.94	2440	2.56	7.64	17.72	12.35	75.35	12.42	44.66	2.16	40.28	19.5	3.13	19.18	3.35	192.6	4.95	19.2	56.4	3.75	3.79	16.97	1.46	6.8	11.82	11.24	17.27	14.35	11.78	26.86	2.12	10.34	85.65	7.49	137.6	15.24	5.19	6.55	21.86	4.5	44.5	19.34	2.67	11.22	2.65
1605657600000	4.27	6.27	10.02	7.2	16.75	6.51	1.76	21.5	3.2	28.36	18.16	11.44	3.03	70.65	82.9	2.41	14.39	57.1	23.84	2.54	7	19.03	1285	1.99	9.8	7.24	11.96	33.2	7.95	115.8	8.85	4.84	6.54	4.64	22.62	7.12	6.26	3.8	2.26	37.8	10.5	12.77	2.15	6.67	1.25	1.12	16.45	11.49	1.99	8.66	2.28	4.59	2.96	2485.9	2.61	7.22	18.2	12.43	75.05	12.48	45.36	2.17	39.76	19.09	3.16	19.9	3.34	198.8	5.01	19.67	53.05	3.92	3.84	17.13	1.52	6.56	12.49	11.72	17.78	14.53	11.47	27.12	2.15	10.8	88.35	7.5	139.5	15.51	5.35	6.84	22	4.76	45.14	19.46	2.93	10.64	2.7
1605744000000	4.38	6.47	10.49	7.26	16.99	6.63	1.76	21.72	3.19	28.78	18.27	10.98	3.06	70	83.05	2.41	14.44	59.55	23.9	2.59	6.84	18.95	1295.6	1.92	9.71	7.26	11.45	33.3	8.17	117	9.52	4.87	6.48	4.66	22.94	7.59	6.53	3.88	2.26	41.58	10.92	12.8	2.17	6.75	1.25	1.14	16.63	11.53	1.97	8.31	2.3	4.87	2.95	2494.9	2.61	7.23	19.15	12.59	74.85	12.45	46.6	2.16	39.86	19.43	3.24	20.1	3.46	197.9	5.07	20.1	54.8	4.08	3.89	17.15	1.49	6.68	12.11	11.29	17.85	14.79	11.7	28.06	2.17	11.13	90	7.95	139.2	15.63	5.43	6.91	22.3	4.83	45.16	19.46	3.11	10.52	2.7
1605830400000	4.41	6.5	10.76	7.17	17.05	6.64	1.77	21.54	3.22	29.44	18.35	11.89	3.05	69.6	86.35	2.47	14.89	58.5	23.82	2.56	6.86	19.32	1325	1.93	9.94	7.21	11.36	34.54	8.1	117	9.45	5.11	6.52	4.72	25.22	7.45	6.49	3.98	2.25	45.72	10.81	13.1	2.23	6.71	1.25	1.15	16.55	11.55	2	8.33	2.27	4.81	2.98	2724.5	2.66	7.15	19.5	12.78	75.45	13.69	46.32	2.17	40.68	19.18	3.23	20.4	3.53	204.1	5.21	20.18	54.65	4.04	3.9	17.19	1.51	6.73	12.09	11.12	18.44	14.91	11.71	29.22	2.22	11.36	89.1	8.1	144.3	15.72	5.42	6.82	22.5	4.86	45.78	20	3.09	11.33	2.71
1606089600000	4.52	6.26	10.71	7.02	17.66	6.49	1.74	22.18	3.2	29.1	18.16	11.8	3.07	69.55	84.9	2.41	14.7	61	23.44	2.56	6.89	19.58	1415.5	2.08	10.04	7.16	11.44	34.28	7.77	119	9.07	4.99	6.44	4.64	25.4	7.47	6.4	3.92	2.35	50.25	10.49	13.41	2.18	6.6	1.27	1.15	16.23	12.34	2.08	8.22	2.26	4.82	2.97	2965.4	2.6	7	19.12	13.8	79.75	13.8	47.28	2.19	40.24	19.02	3.23	20.16	3.53	215.1	5.13	20.88	55.7	3.92	3.91	17.29	1.48	7.02	12.08	11.18	18.75	15.15	11.88	29.3	2.38	11.42	87.85	7.83	144.1	15.48	5.33	6.49	23.08	4.66	44.74	19.96	2.94	11.19	2.71
