"DATE"	"AFYON"	"AKBNK"	"AKSA"	"AKSEN"	"ALGYO"	"ALARK"	"ALBRK"	"AEFES"	"ANELE"	"ARCLK"	"ASELS"	"BERA"	"BJKAS"	"BIMAS"	"CLEBI"	"CEMAS"	"CEMTS"	"CCOLA"	"DEVA"	"DOHOL"	"ECILC"	"ECZYT"	"EGEEN"	"EKGYO"	"ENJSA"	"ENKAI"	"EREGL"	"FENER"	"FLAP"	"FROTO"	"GARAN"	"GENTS"	"GEREL"	"GLYHO"	"GOLTS"	"GOODY"	"GOZDE"	"GSRAY"	"GSDHO"	"GUBRF"	"SAHOL"	"HEKTS"	"HURGZ"	"ICBCT"	"IHLGM"	"IHLAS"	"INDES"	"IPEKE"	"ISGYO"	"ISDMR"	"ITTFH"	"KRDMD"	"KARSN"	"KARTN"	"DGKLB"	"KERVT"	"KCHOL"	"KORDS"	"KOZAL"	"KOZAA"	"MAVI"	"METRO"	"MGROS"	"MPARK"	"NTHOL"	"NETAS"	"ODAS"	"OTKAR"	"PRKME"	"PARSN"	"PGSUS"	"PETKM"	"POLHO"	"SASA"	"SKBNK"	"SISE"	"SOKM"	"TATGD"	"TAVHL"	"TKFEN"	"THYAO"	"TOASO"	"TSKB"	"TMSN"	"TUPRS"	"TTKOM"	"TTRAK"	"TCELL"	"HALKB"	"ISCTR"	"ULKER"	"VAKBN"	"VERUS"	"VESTL"	"YKBNK"	"YATAS"	"ZOREN"
1597795200000	4.04	5.16	6.99	5.43	14.89	4.85	1.55	19.53	5.22	22.9	17.84	7.7	2.78	70.05	70.25	1.62	9.96	45	20.06	2.05	5.68	14.34	694.5	2.06	8.73	6.64	8.84	15.71	3.57	91.65	7.28	2.6	6.16	4.26	20.04	4.58	5.27	2.59	2.36	28.6	8.24	11.77	1.55	5.42	1.6	0.8	12.19	11.23	1.8	6.93	1.11	2.93	2.84	625.9	2.58	4.96	15.72	11.02	81.6	13.73	39.3	2.02	39	15.8	2.31	15.34	2.51	140.5	4.15	16.65	46.88	3.53	3	14.2	1.25	5.94	12.46	9.57	16.86	14.37	11.07	22	1.12	7.49	85.95	7.19	91	14.89	5.19	5.1	22.88	4.29	29.92	16.22	2.18	7.62	2.65
1597881600000	4.05	5.08	7.01	5.89	15.12	4.79	1.58	19.68	5.3	22.88	17.63	8.47	2.92	68.65	69.96	1.63	10.09	44.96	19.78	2.08	5.73	14.38	696	2.03	8.7	6.62	9	16.46	3.72	92.1	7.14	2.68	6.2	4.64	20.06	4.56	5.36	2.67	2.27	28.7	8.11	12.37	1.56	5.94	1.62	0.83	12.33	12.35	1.77	7	1.08	3.1	2.77	609.2	2.52	5.16	15.47	11.2	84.3	13.41	38.7	2.05	39	15.87	2.33	15.51	2.52	137.8	4.13	17.13	47.64	3.88	3.04	14.1	1.28	6.27	12.64	9.58	16.72	14.83	11.26	22.1	1.14	7.78	92	7.14	91.55	15.02	5.2	5.04	22.98	4.31	30.5	17.11	2.16	7.75	2.91
1597968000000	4.06	5.07	6.95	5.31	15.14	4.77	1.54	19.5	5.29	22.56	17.3	8.85	2.95	68	69.18	1.59	10.14	44.28	19.74	2.14	5.77	14.35	691.9	1.95	8.48	6.62	8.94	18.1	3.66	89.5	7.08	2.79	6.27	4.32	19.9	4.53	5.21	2.66	2.17	28.3	8.22	11.96	1.61	5.73	1.56	0.83	12.27	13.58	1.76	6.93	1.05	3.04	2.7	595.6	2.48	5.01	15.7	11.16	83	13	39.06	1.98	39.04	15.6	2.25	15.01	2.38	138.7	4.2	17	46.9	3.49	2.99	14.51	1.25	6.24	12.61	9.48	16.56	15.61	11.2	21.96	1.12	7.58	82.9	7.11	89	14.65	5.25	5.02	22.8	4.26	30.08	17.02	2.15	8.13	2.62
1598227200000	3.94	5	6.89	5.11	14.92	4.75	1.53	19.8	5.31	22.34	17.14	8.53	3.18	69.55	70.25	1.58	10.5	44.46	19.3	2.1	5.76	14.28	683.9	1.93	8.41	6.62	8.96	19.44	3.7	88.8	6.96	2.82	6.7	4.32	20.1	4.57	5.25	2.92	2.2	27.7	8.3	12.07	1.66	6.3	1.55	0.81	12.65	12.23	1.76	6.94	1.04	3	2.77	611	2.59	4.99	16.02	11.14	81.2	13.07	38.88	2	39.54	15.55	2.26	15.18	2.38	138.3	4.28	17.03	46	3.45	2.98	14.9	1.22	6.2	12.4	9.75	16.56	15.59	11.11	22.02	1.13	7.78	84.3	6.97	89.3	14.41	5.18	4.97	22.72	4.19	30.84	16.59	2.14	8.01	2.53
1598313600000	3.95	4.88	6.82	4.88	14.6	4.67	1.48	19.8	5.31	21.86	16.88	8.35	2.99	69.6	71.52	1.52	10.53	43.84	19.08	2.1	5.71	14.2	702.5	1.88	8.28	6.57	8.77	21.38	3.72	87.4	6.77	2.76	6.55	4.39	20.2	4.56	5.05	2.87	2.13	26.42	8.02	11.86	1.82	6.68	1.48	0.84	12.22	11.66	1.69	6.85	1.06	2.93	2.97	604.2	2.54	4.87	15.8	11.15	80.8	12.73	38.5	1.97	38.9	14.86	2.2	14.86	2.34	138.2	4.19	16.99	46.46	3.43	2.95	16.1	1.18	6.12	12.36	9.77	16.07	14.92	11.08	21.56	1.11	7.72	82.85	6.84	87.9	14.21	5.07	4.87	23	4.08	31.1	16.58	2.06	7.93	2.46
1598400000000	3.8	4.96	6.73	5.05	14.49	4.68	1.51	19.9	5.47	21.98	16.93	8.1	2.98	71.65	70.55	1.52	10.9	43.48	19.5	2.05	5.64	14.5	716	1.86	8.15	6.61	8.76	20.96	3.75	85.95	6.9	2.76	6.33	4.41	20.22	4.56	5.08	2.99	2.14	26.82	8.04	12.03	1.8	6.33	1.48	0.82	12.18	11.27	1.74	6.8	1.14	2.92	3	599.7	2.66	4.86	15.7	11.2	78.45	12.75	38.16	2.01	38.46	15.5	2.21	15.33	2.34	138	4.6	16.93	46.94	3.36	2.96	15.13	1.2	5.98	12.51	9.69	15.91	14.88	11.2	21.84	1.11	8.1	82.25	6.93	87.05	14.12	5.13	4.97	22.8	4.14	31.72	17.22	2.07	7.94	2.45
1598486400000	3.84	5.03	6.71	5.35	14.52	4.8	1.51	19.76	5.56	22.02	16.88	8.1	3.05	71.1	70.94	1.53	11.38	42.7	19.33	2.13	5.73	14.65	725	1.87	8.19	6.56	8.85	23.04	3.8	85.8	6.99	2.79	6.33	4.45	20.44	4.69	5.23	3.11	2.21	27.98	8.05	12.13	1.83	6.45	1.5	0.81	12.52	11.42	1.73	6.81	1.15	2.94	3.12	609.2	2.76	4.87	15.82	11.24	78.55	13.23	38.82	2.08	38.86	15.43	2.22	15.28	2.46	138.3	4.3	16.98	47.68	3.41	3.01	15.98	1.21	6.25	12.43	10.26	15.91	14.93	11.03	21.96	1.12	7.93	83.65	6.97	92.15	14.28	5.21	5.1	22.74	4.19	32.22	17.58	2.09	8.05	2.69
1598572800000	3.92	5.01	6.72	5.28	14.58	4.86	1.5	19.67	5.79	21.62	16.7	8.58	2.96	69.8	71.33	1.54	10.95	43.3	19.26	2.15	5.8	15.04	765.1	1.83	8.13	6.49	8.88	24.4	3.8	87.8	6.92	2.78	6.34	4.56	20.96	4.71	5.59	3.07	2.2	29.12	7.9	12.01	1.81	7.09	1.48	0.82	12.52	12.11	1.72	6.8	1.12	3.09	3.09	603.5	2.65	4.9	15.46	11.12	80.5	12.99	38.1	2.03	38.72	15.17	2.21	15.19	2.53	138.4	4.37	17.15	47.5	3.37	2.95	15.64	1.19	6.22	12.48	10.39	15.78	14.79	11.12	22.1	1.1	7.74	83	6.94	93.5	14.16	5.13	5.04	23.16	4.17	32.68	17.96	2.05	8.16	2.78
1598832000000	3.94	4.89	6.7	5.13	14.07	4.88	1.46	19.54	5.9	21.06	16.2	8.54	2.97	67.85	69.95	1.5	11.04	43.28	19.7	2.12	5.77	15.06	739.3	1.76	8.16	6.39	8.72	24.62	3.67	84.5	6.76	2.69	6.28	4.51	21.46	4.72	5.84	3.1	2.1	29.68	7.73	11.77	1.81	7.79	1.42	0.82	12.76	12.12	1.67	6.78	1.11	3.05	3.06	590.4	2.58	4.94	14.9	10.8	78.75	12.85	37.18	1.98	39.22	15.3	2.17	15.62	2.63	140	4.35	18.86	47	3.26	2.96	15.08	1.15	6.14	12.42	10.23	15	14.46	11	22.46	1.09	7.4	80	6.83	93.5	13.98	4.91	4.91	22.9	4.07	33.2	18.36	2.03	8.05	2.7
1598918400000	3.91	4.95	6.68	5.23	14.34	4.88	1.49	19.43	5.48	21.1	16.78	8.32	3.1	67.75	69.95	1.48	11.82	43.22	19.92	2.1	5.95	15.41	708	1.76	8.38	6.51	8.59	25.64	3.59	82.05	6.89	2.67	6.55	4.49	21.52	4.93	5.51	3.17	2.07	29.14	7.89	11.92	1.9	7.81	1.45	0.83	12.91	11.6	1.66	6.71	1.15	3.01	3.12	589	2.57	5.03	15.07	10.71	77.7	12.95	36.32	2.05	39.2	16.03	2.17	16.04	2.55	139	4.27	18.33	45.8	3.3	2.97	15.48	1.15	6.04	12.85	10.22	15.02	14.54	10.56	22.36	1.11	7.58	80.95	6.9	91.8	13.96	5.04	5.04	22.64	4.15	33.5	18.39	2.06	8.04	2.69
1599004800000	3.93	4.92	6.7	5.54	14.16	4.89	1.46	19.26	5.43	20.7	16.56	9.15	3.41	68.2	68.8	1.51	11.6	42.8	19.19	2.11	6.05	15	711	1.77	8.29	6.48	8.67	28.2	3.78	82.45	6.85	2.75	7.2	4.47	23.66	4.81	5.39	3.48	2.08	29.14	7.87	12.09	1.89	7.56	1.43	0.85	13.91	11.86	1.66	6.69	1.22	2.94	3.06	594.8	2.61	5.04	14.86	10.68	77.8	12.79	36.68	2.02	38.56	15.7	2.18	15.83	2.56	138.5	4.32	18.16	45.5	3.29	2.95	15.35	1.15	6.2	12.68	10.46	15.08	14.58	10.69	22.3	1.11	7.53	79.85	7.05	91.4	14.19	5.3	5.02	22.38	4.19	33.76	18.16	2.05	7.99	2.71
1599091200000	4.01	4.88	6.58	5.32	14.39	5.18	1.45	19.17	5.46	21.2	16.85	8.94	3.47	67.45	68.75	1.48	11.15	44.66	19	2.11	5.96	14.94	700	1.72	8.18	6.49	8.73	31.02	3.89	79.1	6.76	2.7	7	4.35	22.22	4.74	5.21	3.65	2.16	30.16	7.83	11.89	1.81	7.9	1.38	0.88	13.47	11.71	1.63	6.75	1.28	2.97	2.99	587.5	2.62	5.08	14.7	10.66	75.85	12.9	36	2.03	38.48	15.51	2.17	15.47	2.45	137.6	4.18	17.71	45.24	3.23	2.9	15.05	1.12	6.16	12.44	10.28	14.7	14.31	10.51	22.12	1.09	7.39	79.3	6.93	91.2	14.14	5.08	5	21.98	4.09	33.92	18.3	2.02	7.99	2.62
1599177600000	4.06	4.92	6.58	5.25	14.41	5	1.46	19.97	5.42	22	16.83	9.58	3.35	67.75	68.1	1.48	11.21	44.8	18.72	2.16	6.06	15.15	700.3	1.74	8.19	6.59	8.78	34.12	3.75	84.5	6.8	2.69	6.89	4.37	22.22	4.78	5.3	3.6	2.24	29.82	7.81	12.11	1.83	7.71	1.4	0.84	13.33	11.45	1.66	6.7	1.27	3.02	3	594	2.64	5.05	14.77	10.76	77	12.93	37.78	2.02	38.3	16.27	2.19	15.5	2.51	137.5	4.12	17.76	44.6	3.27	2.93	15.12	1.12	6.06	12.3	10.15	15.1	14.66	10.35	22.7	1.1	7.39	80.15	6.93	91.95	14.45	5.08	5	22.1	4.11	34.2	18.3	2.04	7.99	2.59
1599436800000	4.01	4.93	6.79	5.4	15.02	5.05	1.49	20.1	5.57	21.86	16.85	9.39	3.66	67.7	68.65	1.53	11.4	43.98	18.94	2.15	6.14	15.48	729.4	1.82	8.28	6.68	8.94	37.02	3.79	86.8	6.82	2.75	7.03	4.4	22.66	4.84	5.4	3.96	2.3	29.5	7.89	12.12	1.9	7.79	1.44	0.86	14.28	11.52	1.7	6.95	1.29	3.02	3	600.5	2.69	5.07	14.91	10.98	76.7	12.95	37.8	2.07	38.3	17	2.24	15.97	2.53	138.9	4.19	18.07	45	3.34	2.97	15.52	1.15	6.26	12.27	10.38	15.38	15.09	10.54	23.4	1.1	7.46	80.35	6.97	95.5	14.51	5.08	5.05	22.34	4.11	34.82	18.1	2.04	8	2.62
1599523200000	4.06	4.9	6.7	5.32	14.86	5.1	1.47	20.04	5.47	21.46	16.62	9.15	4.02	67.55	67.4	1.52	11.27	45.08	19.14	2.15	6.4	15.62	726.5	1.81	8.18	6.68	8.93	40.72	3.79	88.2	6.77	2.72	7	4.33	24.6	4.79	5.25	4.35	2.21	28.78	7.85	11.99	1.84	8.31	1.42	0.92	15.7	11.56	1.71	7.01	1.32	2.95	2.93	596.9	2.74	5.05	14.76	11.26	77.2	13.16	37.8	2.15	38.36	17.81	2.22	16.19	2.5	139	4.35	18.59	46.18	3.42	2.93	15.56	1.13	6.29	12.35	10.52	15.1	14.89	10.76	23.1	1.08	7.31	79.25	6.94	100.4	14.15	5.03	5	22.28	4.08	35.2	17.46	2.04	8.35	2.63
1599609600000	4.02	4.89	6.74	5.75	14.92	5.15	1.46	19.92	5.53	22.02	16.52	8.95	4.42	68.2	67.05	1.52	11.65	44.6	18.8	2.13	6.51	15.57	714.5	1.8	8.39	6.73	9.03	44.78	3.82	86.3	6.76	2.77	6.88	4.49	24.56	4.92	5.29	4.78	2.21	28.4	7.89	12.16	1.86	7.81	1.41	0.96	14.56	11.56	1.72	7.19	1.36	3.08	2.98	648.2	2.67	5.06	14.84	11.18	76.3	13.37	37.76	2.16	38.52	17.64	2.17	16.23	2.62	138	4.27	18.5	45.44	3.76	2.94	15.4	1.15	6.2	12.28	10.38	15.25	15.21	10.78	23	1.08	7.36	84.85	6.98	100.1	14.09	5.07	5.02	22.88	4.07	35.58	17.28	2.05	8.19	2.89
1599696000000	4.2	4.93	6.75	5.48	14.83	5.1	1.5	19.91	5.55	22.76	16.63	9.31	3.98	67.7	67.8	1.55	11.52	44.2	18.88	2.15	6.54	15.45	724.7	1.8	8.33	6.71	9.02	49.24	3.93	86.75	6.83	2.84	6.91	4.39	24	5.07	5.37	4.31	2.15	28.4	7.91	12.32	1.84	7.37	1.45	0.96	14.39	12.71	1.71	7.15	1.35	3.01	3	681.5	2.62	5.12	14.9	11.16	76.85	13.07	39.22	2.1	38.12	17.72	2.23	16.21	2.52	140	4.24	20.34	45.56	3.55	2.92	15.74	1.26	6.21	12.3	10.48	15.25	15.05	10.85	22.92	1.09	7.5	81.1	6.97	101	14.08	5.17	5.1	22.76	4.11	35.8	17.39	2.06	8.13	2.72
1599782400000	4.08	4.92	6.82	5.45	14.87	5.07	1.49	20.04	5.64	22.78	16.59	9.38	3.59	69.3	69.35	1.57	11.52	45.24	19.07	2.16	6.55	15.75	740	1.79	8.53	6.66	9.15	44.32	3.96	86.15	6.79	2.79	6.86	4.36	26.4	5	5.39	3.88	2.11	28	7.88	12.26	1.77	7.58	1.55	0.98	14.62	11.92	1.74	7.25	1.38	3.07	3.01	650.3	2.66	5.14	14.88	11.26	77.25	12.97	39.94	2.11	37.76	17.42	2.24	15.95	2.64	139	4.25	19.28	46	3.54	2.92	15.7	1.24	6.21	12.28	10.52	16.22	14.99	10.76	23.4	1.1	7.43	81.1	6.94	100.7	13.98	5.1	5.06	22.4	4.11	39.38	17.5	2.05	8	2.72
1600041600000	4.09	4.89	6.97	5.53	15.61	5.08	1.49	20.6	5.6	22.66	16.68	9.3	3.7	70.3	71.5	1.57	11.55	45.5	19.14	2.16	6.62	16.15	729.5	1.83	8.71	6.68	9.15	39.9	4.32	86.5	6.78	2.84	6.83	4.38	27.32	5	5.53	4	2.11	28.24	7.91	12.67	1.73	7.65	1.48	1.07	14.73	11.89	1.75	7.22	1.38	3.15	2.99	650.5	2.87	5.35	14.85	11.34	77.1	13.02	40.42	2.14	38.34	17.49	2.35	15.9	2.63	145	4.32	19.5	48.38	3.58	3	15.8	1.21	6.23	12.33	10.63	16	15.04	10.93	23.44	1.09	7.48	81.35	6.94	101.6	13.9	5.08	5.03	22.64	4.09	37.06	17.2	2.04	8	2.72
1600128000000	4.09	4.89	6.94	5.55	15.58	5.58	1.52	20.8	5.56	22.96	16.65	9.24	3.41	70.1	70.75	1.57	11.62	45.08	19.38	2.15	6.63	17.4	733	1.81	8.73	6.76	9.18	37.82	4.18	93.1	6.76	2.84	6.85	4.37	26.22	4.97	5.44	3.6	2.15	28.6	7.9	12.5	1.67	7.71	1.46	1.06	14.45	11.96	1.73	7.25	1.38	3.11	2.97	671.3	2.91	5.22	14.83	11.23	77.85	13.1	39	2.3	39.74	17.32	2.37	15.9	2.6	144.5	4.26	19.49	47.8	3.67	3.04	16.27	1.22	6.43	12.33	10.84	15.82	15.12	10.88	23.56	1.09	7.53	81.45	6.93	102.8	14.01	5.07	5.03	22.58	4.06	37.5	17.18	2.04	8.06	2.69
1600214400000	4.1	4.89	6.91	5.59	15.45	5.4	1.51	21.12	5.54	23.08	16.63	9.7	3.49	69.6	70.05	1.65	11.99	45.5	19.9	2.23	6.89	18.05	744	1.79	8.62	6.71	9.1	34.04	4.18	90.95	6.71	2.86	6.77	4.35	27.02	4.92	5.43	3.83	2.09	28.4	7.83	12.4	1.75	7.55	1.45	1.05	14.32	12.08	1.7	7.2	1.51	3.17	2.94	738.4	2.93	5.16	14.78	11.13	79.15	13.06	38.3	2.39	39.36	17.47	2.37	15.7	2.56	147.9	4.33	20.46	46.66	3.63	3.08	17	1.26	6.35	12.89	10.87	15.63	15.26	10.73	23.56	1.09	7.51	80.85	6.92	100.6	13.94	5.06	5.01	22.38	4.04	38.86	17.16	2.02	8.09	2.67
1600300800000	4.17	4.87	6.84	5.87	16.11	5.46	1.51	20.86	5.54	23.56	16.61	9.42	3.39	70.2	69.9	1.65	12.13	45.14	19.43	2.21	6.82	19.29	755	1.78	8.67	6.7	9.31	32.06	4.39	91.5	6.69	2.93	6.83	4.38	26.7	4.97	5.42	3.77	2.1	28.06	7.78	12.6	1.85	7.59	1.45	1.09	14.47	12.05	1.72	7.27	1.55	3.14	3	726.4	2.87	5.25	14.78	11.5	80.25	12.97	38.7	2.39	39.5	17.38	2.45	15.85	2.61	145.8	4.43	19.97	46.3	3.64	3.19	16.66	1.29	6.39	12.6	10.74	15.63	15.19	10.62	23.48	1.08	7.8	80.55	6.9	101.4	14.01	5.12	5	22.42	4.05	40.8	16.88	2.04	8.65	2.69
1600387200000	4.22	4.87	6.85	5.87	16.19	5.56	1.51	20.66	5.49	23.98	16.53	9.46	3.64	70.15	69.2	1.6	12.13	44.62	19.34	2.26	6.74	19.15	751	1.78	8.7	7.2	9.22	28.86	4.4	89.9	6.66	2.94	6.8	4.35	25.6	4.98	5.41	3.98	2.11	29.06	7.77	12.9	1.82	7.23	1.44	1.06	14.88	11.96	1.74	7.28	1.49	3.24	2.98	710	2.61	5.19	14.66	11.24	79.55	13.12	38.38	2.37	39.34	17.07	2.4	16.03	2.59	142	4.37	19.86	47.06	3.67	3.13	16.9	1.27	6.4	12.38	10.7	15.53	15.1	10.7	23.36	1.08	7.7	80.6	6.86	99.95	14.16	5.12	4.97	22.68	3.98	40.86	17.43	2.03	8.78	2.69
1600646400000	4.16	4.72	6.9	5.73	15.85	5.44	1.46	21	5.25	23.08	16.18	9.32	3.82	68.8	66.9	1.54	12.42	45.34	18.93	2.32	6.62	19.32	743	1.73	8.74	6.88	9.06	31.74	4.59	88.1	6.48	2.82	7.09	4.25	24.18	4.86	5.21	4.37	2.01	28.9	7.45	12.28	1.74	6.55	1.39	1.05	15.13	12.17	1.69	7.01	1.47	3.18	2.87	662	2.47	5.09	14	11.02	80.7	12.59	37.18	2.28	39.16	16.42	2.29	16.15	2.48	137.5	4.44	20.06	46.7	3.47	3	16.91	1.24	6.39	12.5	10.6	15.02	14.61	10.65	22.68	1.05	7.4	78.8	6.71	96.95	14.35	4.95	4.84	22.58	3.86	40	16.97	1.97	8.46	2.57
1600732800000	4.04	4.74	7.01	5.7	15.82	5.6	1.47	20.12	5.35	23.24	16.3	9.3	3.76	69	67.2	1.54	12.64	44.6	18.98	2.29	6.67	19.38	717.8	1.73	8.65	6.87	9.24	34.9	4.64	87.9	6.47	2.82	6.97	4.3	24.02	4.86	5.19	4.8	2.03	28.82	7.39	12.3	1.82	6.71	1.41	1.02	15.82	11.53	1.72	7.1	1.59	3.28	2.88	677.1	2.53	5.14	13.81	11.12	76.8	12.6	37.14	2.37	40.72	16.59	2.31	16.52	2.59	138.8	4.71	21.26	45.2	3.53	3.02	16.78	1.26	6.55	12.09	9.96	15.03	14.64	10.35	23.2	1.05	7.38	79.25	6.77	96.9	14.75	4.98	4.92	22.9	3.87	41.38	17.09	2	8.43	2.6
1600819200000	4.02	4.76	7.02	5.83	16.3	5.73	1.48	20.7	5.37	23.22	16.32	9.2	3.73	68.5	67.2	1.59	13.9	44.4	18.93	2.3	6.71	19	728.8	1.74	8.68	6.85	9.1	33.78	4.67	87.35	6.58	2.85	7.01	4.28	25.56	5.13	5.3	4.99	2.06	28.84	7.45	12.5	2	7.38	1.41	1.06	15.67	11.63	1.73	7.1	1.62	3.29	2.98	673	2.5	5.26	14.12	11.17	76.55	12.6	37.1	2.37	40.16	16.49	2.36	17.4	2.63	138.4	4.94	21.46	45.88	3.48	3.02	16.78	1.28	6.69	12.35	10.02	15.07	15.06	10.57	23.16	1.09	7.61	79.3	6.77	98.15	15.21	5.03	5.02	23	3.98	41	16.99	2.02	8.49	2.59
1600905600000	4.07	5.04	6.99	5.78	16.46	5.95	1.53	20.78	5.37	23.14	16.92	9.08	3.69	69	67.85	1.61	13.6	44.52	18.81	2.31	6.72	19.18	725.2	1.74	8.67	6.82	9.25	30.52	4.78	88.25	7.01	2.86	7.31	4.33	24.78	5.27	5.58	4.94	2.08	28.6	7.86	12.65	2.2	7.38	1.55	1.07	15.8	11.69	1.73	7.14	1.78	3.28	2.96	671	2.48	5.34	14.53	11.22	76.6	12.62	37.12	2.44	40.94	16.6	2.37	16.84	2.62	138.7	4.7	21.82	46.06	3.49	3.04	17.05	1.32	6.79	12.29	10.25	15.08	15.14	10.5	23.28	1.11	7.89	79.8	6.92	97.2	15.06	5.19	5.23	22.94	4.14	41.18	16.8	2.11	8.52	2.56
1600992000000	4.13	5.1	7.03	5.81	16.17	5.83	1.51	21.12	5.48	23.2	17.17	8.97	3.65	69.2	68.85	1.62	14.96	45	18.76	2.35	6.74	18.48	728.3	1.76	8.66	6.75	9.14	29.96	5.25	87.2	7.17	2.92	7.1	4.43	25.08	5.24	5.75	4.86	2.08	28.56	7.96	12.62	1.98	7.29	1.46	1.11	15.9	11.65	1.74	7.1	1.96	3.3	2.99	682.2	2.47	5.4	14.54	11.27	75.85	12.69	37.8	2.47	40.82	16.51	2.39	16.88	2.69	139.8	4.64	23.4	46.1	3.52	3.07	16.95	1.3	6.83	12.2	10.61	15.07	15.2	10.5	23.26	1.12	8.13	80.35	7.12	97.5	14.79	5.16	5.23	22.88	4.18	41.2	16.76	2.11	8.5	2.64
1601251200000	4.16	5.02	6.94	6	16.38	5.81	1.49	20.8	5.42	23.12	17.41	9.49	3.4	68.4	75.7	1.65	15.16	44.92	18.45	2.34	6.69	18.91	728.9	1.73	8.72	6.81	9.18	29.12	5.77	87.25	6.99	3.14	6.89	4.73	24.38	5.16	5.81	4.38	2.06	28.2	7.88	12.39	1.99	7	1.45	1.08	17.21	11.82	1.7	7.12	1.86	3.24	2.95	677.5	2.45	5.64	14.3	11.14	76.3	12.59	37.9	2.42	40.48	16.3	2.35	17.34	2.72	138.7	4.52	23	45.9	3.48	3.04	16.72	1.28	7.07	12.23	11.07	15.1	14.81	10.46	24.02	1.09	8.52	79.2	6.99	96.4	14.65	5.04	5.2	22.56	4.09	40.24	16.81	2.07	8.59	2.58
1601337600000	4.25	4.99	6.99	6	16.85	5.8	1.49	20.98	5.57	23.14	18.56	10.43	3.44	68.7	73.2	1.73	15.66	44.52	18.37	2.32	6.7	18.86	721.7	1.71	8.81	6.92	9.32	29.34	5.43	87	6.9	3.05	6.81	4.57	24.4	5.12	5.6	4.43	2.09	29.2	8.02	12.36	2.02	7.02	1.43	1.09	16.71	11.62	1.7	7.09	1.87	3.28	2.98	692	2.46	5.71	14.34	11.51	76.15	12.55	37.7	2.36	40.36	16.63	2.35	18.02	2.72	137.9	4.58	22.8	45.78	3.46	3.08	16.69	1.27	7.77	12.1	10.93	15.17	14.7	10.38	24.14	1.08	8.66	79.15	6.99	95.6	14.61	5.02	5.19	22.54	4.04	40.32	16.74	2.06	8.82	2.55
1601424000000	4.24	5.15	7.13	6.26	17.36	5.93	1.52	20.9	5.63	24.8	19.27	10.2	3.46	69.6	73.9	1.72	14.82	44.9	18.83	2.34	6.69	20.74	723	1.73	8.92	7.04	9.46	30	4.94	87.5	7.1	3.04	6.97	4.69	24.54	5.4	5.59	4.25	2.12	32.12	8.32	12.48	2.22	7.11	1.44	1.07	17.2	11.57	1.75	7.19	1.85	3.39	3.11	709.2	2.48	5.98	14.67	11.59	77.2	12.64	38.46	2.4	41.2	17.27	2.38	19.4	2.84	137.8	4.73	22.26	45.66	3.5	3.14	16.69	1.33	7.39	11.97	11.32	15.41	14.82	10.35	24.6	1.11	8.72	79.6	7.14	100	14.84	5.13	5.35	22.86	4.14	40.16	17.37	2.13	8.85	2.58
1601510400000	4.25	5.17	7.17	6.33	17.25	5.87	1.49	20.68	5.74	24.06	18.48	10.27	3.45	69.9	81.25	1.68	15.08	44.8	18.56	2.37	7	20.58	728.2	1.72	8.87	6.92	9.52	29.16	5.07	86.75	7.12	3.11	7.16	4.99	23.96	5.47	5.69	4.24	2.1	31.6	8.23	12.5	2.44	6.97	1.43	1.09	16.78	11.62	1.84	7.28	1.81	3.41	3.04	692.7	2.47	5.71	14.85	11.6	77.9	13.03	38.66	2.35	40.88	17.08	2.35	19.82	2.79	137.6	4.63	21.7	46.2	3.48	3.08	16.79	1.31	7.32	12.03	11.5	15.37	14.92	10.5	25.14	1.1	8.69	79.6	7.2	101.6	14.94	5.11	5.39	23.1	4.11	39.78	17.1	2.14	8.9	2.57
1601596800000	4.21	5.15	7.27	6.42	17.87	5.81	1.51	20.88	5.71	23.82	18.35	10.25	3.49	69.35	77.75	1.71	14.84	45.88	18.54	2.41	6.79	20.56	729	1.74	8.84	6.88	9.63	29.2	5.04	85.85	7.11	3.06	7.08	5.27	24.5	5.51	5.66	4.32	2.13	32.6	8.38	12.38	2.2	6.89	1.44	1.07	16.91	11.86	1.8	7.5	1.78	3.44	3.05	697	2.47	5.52	14.81	11.69	79.95	12.98	38.34	2.38	42.32	17.32	2.36	20.5	2.92	140	4.7	22.1	46.76	3.54	3.19	16.75	1.35	6.91	12.48	11.25	15.27	14.87	10.54	25.16	1.1	8.72	79.55	7.17	100.6	14.9	5.07	5.35	23.2	4.1	39.18	17.14	2.13	8.77	2.58
1601856000000	4.16	5.18	7.31	6.62	18.01	5.85	1.53	20.9	5.81	23.68	18.65	10.46	3.42	70.3	78.25	1.74	14.62	46.36	18.99	2.42	6.73	20.1	728.1	1.77	8.84	6.97	9.7	30.32	5.54	85.85	7.18	3.12	7.03	5.51	25.3	5.66	5.74	4.17	2.24	35.04	8.41	12.49	2.22	6.82	1.46	1.06	17.73	11.92	1.84	7.69	1.95	3.5	3.12	721	2.51	5.82	14.9	11.98	80	13.56	38.88	2.55	42.7	17.73	2.45	20.86	3.02	147	4.78	22.34	46.78	3.63	3.38	16.98	1.37	7.04	12.27	11.21	15.41	15	10.62	25.26	1.12	9.12	80	7.32	103.4	15.41	5.09	5.36	23.54	4.13	39.62	17.24	2.15	8.8	2.61
